,0,1,2,3,4
0,-46.88461538461539,,-42.0,-41.86206896551724,-41.03703703703704
1,-45.791666666666664,-43.48,-43.92857142857143,-42.05882352941177,-46.35294117647059
2,-44.206896551724135,-43.93939393939394,-42.225806451612904,-42.57692307692308,-41.86666666666667
3,-44.96875,-44.87096774193548,-42.48275862068966,-42.30769230769231,-42.0
4,,-43.86666666666667,-44.15151515151515,-43.36363636363637,-40.9
