,0,1,2,3,4
0,-46.80769230769231,,-47.0,-47.06896551724138,-47.07692307692308
1,-46.0,-46.16,-46.0,-46.0,-46.05882352941177
2,-46.3448275862069,-46.60606060606061,-46.29032258064516,-46.0,-46.233333333333334
3,-46.0,-46.0,-46.03448275862069,-46.0,-46.107142857142854
4,,-46.0,-46.1875,-45.94117647058823,-41.95238095238095
5,-46.642857142857146,,,,
