,0,1,2,3,4
0,-40.30769231,-40.88235294,-40.92,-40.53333333,-41.34615385
1,-40.79166667,-40.52,-40.46428571,-41,-40.02941176
2,-40.93103448,-40.94117647,-40.64516129,-40.23076923,-40.06666667
3,-40.71875,-40,-40.72413793,-41,-40.89285714
4,-40.17857143,-40.1,-40.8125,-41,-42.38095238
