,0,1,2,3,4
0,-46.88461538,-42.21212121,-42,-41.86206897,-41.03703704
1,-45.79166667,-43.48,-43.92857143,-42.05882353,-46.35294118
2,-44.20689655,-43.93939394,-42.22580645,-42.57692308,-41.86666667
3,-44.96875,-44.87096774,-42.48275862,-42.30769231,-42
4,-45.92857143,-43.86666667,-44.15151515,-43.36363636,-40.9
