,0,1,2,3,4
0,-41.0,,-42.0,-43.0,-41.11538461538461
1,-41.0,-41.64,-42.0,-41.970588235294116,-42.05882352941177
2,-41.0,-41.73529411764706,-42.0,-41.11538461538461,-42.0
3,-41.4375,-41.29032258064516,-42.0,-41.03846153846154,-42.107142857142854
4,,-41.733333333333334,-42.09090909090909,-41.0,-41.76190476190476
5,-41.857142857142854,,,,
