,0,1,2,3,4,5,6,7,8,9,10
0,0.4898979485566356,,,,,,,,,,
1,0.5042031130613724,,,,,,,,,,0.4311407576896164
2,0.26942533588065126,,,,,,,,,,0.5831646179767073
3,0.49949469416095876,,,,,,,,,,0.1524985703326048
4,0.44804023871094734,,,,,,,,,,0.45215078571752687
5,0.0,,,,,,,,,,0.5337449961641163
6,0.4954336943068623,,,,,,,,,,0.47811312736048867
7,0.548624958883474,,,,,,,,,,0.0
8,0.6299568991602985,,,,,,,,,,0.41702882811414943
9,0.7488553356460045,,,,,,,,,,0.49886749571458633
10,0.3746343246326776,,,,,,,,,,0.4882943503144591
11,0.6294242316498291,,,,,,,,,,0.5223592789024073
12,,,,,,,,,,,0.24767560367065306
13,0.5407021398022308,,,,,,,,,,0.48924605479008165
14,0.3703280399090207,,,,,,,,,,0.1979486637221574
15,0.2831206276062635,,,,,,,,,,0.0
16,,0.5016920522135437,0.4380187953915666,0.40943162132389443,0.3558079911965534,0.4423590300547565,0.1386750490563073,0.14285714285714296,0.6479751498875516,0.1195228609334396,0.1380002272946792
17,,,,,,,,,,,0.19603921176392136
18,,,,,,,,,,,0.31166052833390545
